postID,text,timestamp,likes,commentCount,community,district
BeqsdtggU5v,Forgot to get a before picture but loving the after look!!<ed><U+00A0><U+00BE><ed><U+00B4><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #lashes #lashextensions #lashaddict #lashstylist #beauty #beautiful #loveyourself #lovemyjob #bookyourappointment #mckinleyparkchicago,1517516082,8,0,MCKINLEY PARK,Southwest Side
BepDzoQl9yE,I miss you so much #openingday #whitesox #baseball #mckinleyparkchicago #bobbyistakingme,1517461212,13,1,MCKINLEY PARK,Southwest Side
Bema822Ay93,#lashes#lashextensions #lashstylist #lashaddict #lashartist #lashboss #lashcorrection #beautiful #mckinleyparkchicago #bookyourappointment,1517372683,7,1,MCKINLEY PARK,Southwest Side
BemaYXQg_ro,#lashes #lashextensions #lashstylist #lashartist #lashboss #beautiful #beautifulwomen #loveyourself #lovemyjob #mckinleyparkchicago #bookyourappointment,1517372384,1,0,MCKINLEY PARK,Southwest Side
BemZFAKAtXU,"Classic lash set
#lashes#lashextensions #lashfill #lashcorrection #beautiful #beautifulgirl #lashboss #lashstylist #lashartist #lashaddict #loveyourself #lovemyjob #bookyourappointment #mckinleyparkchicago",1517371701,12,0,MCKINLEY PARK,Southwest Side
BemXjR5AKDn,"Classic
#lashes #lashextensions #lashaddict #lashboss #beautiful #mckinleyparkchicago #beautifulgirl #loveyourself #bookyourappointment",1517370900,4,0,MCKINLEY PARK,Southwest Side
BedsEwQjByt,"Modern, sleek, and hassle free. This Post World War II ranch style home is going to be your favorite retreat. TEXT 40012 to 25678 for all the details. <95>
<95>
<95>
<95>
<95>
#Minimalism",1517079961,31,1,MCKINLEY PARK,Southwest Side
BeblaV0Ds06,"It<92>s that time of the Weekend again, Only At One City Tap, Saturday January 27 stop by starting at 9 with  Dj Koke and Dj Rti5t, this guys know how to make your body move !!! No Cover guys, Dress to Impress #saturdaynight #like4like #nightout #dj #chicago #mckinleyparkchicago #followforfollow #drinkup #drinks #likeus #funnight #partytime #longnight #dance #weekend #noplans #lastminute #whynot #letsdothis",1517009068,27,4,MCKINLEY PARK,Southwest Side
BebGr2HnS0G,"Happy friday guys if anyone ever wants to come and join me for a nice little run you guys are more welcome too<ed><U+00A0><U+00BD><ed><U+00B2><U+00AA><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+0083> #lizastyles<ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> 
#teamdamas<ed><U+00A0><U+00BD><ed><U+00B2><U+0096> 
#nike 
#mckinleyparkchicago 
#runner
#damasylosdealtokalibre 
#LasopaestaCaliente<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",1516993290,10,5,MCKINLEY PARK,Southwest Side
BeUOU2OBVQA,"See you at work! #DenzelWashington #TrueStory <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><95>
<95>
<95>
<95>
<95>
<95>
<95>
#itsnoteasy",1516762216,21,7,MCKINLEY PARK,Southwest Side
Bdt0Jnljfr5,"Granite countertops, floating cabinets with a perfectly set crown. This kitchen will surely be your favorite room. Text 40011 to 25678 for more pictures and information...
<95>
<95>
<95>
<95>
<95>
#southshore",1515473292,40,1,MCKINLEY PARK,Southwest Side
BacL1bAhH9_,"Consider me your personal real estate concierge... Always, <93>At your service<94> - Jorge Vega",1508439278,41,1,MCKINLEY PARK,Southwest Side
BYedNvkB4hX,Super happy for these guys. They were told that you can't have champagne <ed><U+00A0><U+00BE><ed><U+00B5><U+0082> taste on a beer<ed><U+00A0><U+00BC><ed><U+00BD><U+00BA> budget. I called BS and got to work <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>. With a bit of patience they were able to find an affordable home with all the updates they deserve. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BE><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE><ed><U+00A0><U+00BC><ed><U+00BD><U+00BE> Congrats!!!! #PoppinBottles,1504220532,59,6,MCKINLEY PARK,Southwest Side
BX790xwhalC,"Just two more days till the #SolarEclipse! Today, we are featuring this far out lighting in our exciting #AvalonPark listing. To see the pictures, address and more use the link in my bio or text: 63619 to 25678. You will be amazed by the open space... <ed><U+00A0><U+00BD><ed><U+00BA><U+0080> <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B1><U+00BD><ed><U+00A0><U+00BC><ed><U+00BC><U+0093>
<95>
<95>
PS: This home qualifies for a grant up to $25,000! #OutOfThisWorld",1503063224,40,6,MCKINLEY PARK,Southwest Side
BXvkCAThOmz,"Huge open house today in #AvalonPark. From 1-2pm. That's right, one hour only. Text 63619 to 25678 for the address, photos and more. Don't let another house slip away... See it today!",1502647048,38,2,MCKINLEY PARK,Southwest Side
BXTVZiaBpfw,"A not so typical #bungalow. Breaking the octagon mold and deciding to go with a pitched roof was a huge risk. A risk that paid off. Now this elegant home can be yours. TEXT <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> 63619 to 25678 <ed><U+00A0><U+00BD><ed><U+00B3><U+00B2>and get the pictures, bedrooms & price.",1501699852,38,2,MCKINLEY PARK,Southwest Side
BXOHO1xhufV,"Let's kick off the work week with some art. Fresh new mural in #Pilsen courtesy of @iamsamkirk 
#freshstyle #Art #pilsenArt #vivapilsen",1501524652,69,1,MCKINLEY PARK,Southwest Side
BXBT4zPBnJl,Dream... #PilsenArt #PilsenChicago #chicagoarchitecture,1501095080,54,2,MCKINLEY PARK,Southwest Side
BWxvrORhZCR,"I'm grateful to have such amazing clients. You have all been blessings to me. The Ibrahim family trusted me with the sale and purchase of a new home. Although there were minor setbacks during the process, we worked through them and accomplished the goal together. Congrats and thank you for your prayers Ibrahim Family!!! <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> #WeWin #rockinburberry",1500572778,38,2,MCKINLEY PARK,Southwest Side
BWst0ZABOo5,"Summer in the best city, #Chicago...",1500404032,35,1,MCKINLEY PARK,Southwest Side
BWGJnwqBroj,"It's America. Home of the free because of the brave. Be brave, own your own home.
<95>
<95>
#BeBrave #OwnYourHome #fourthofjuly <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BD><ed><U+00BA><U+0099><ed><U+00A0><U+00BC><ed><U+00BF><U+00A0>",1499109986,48,3,MCKINLEY PARK,Southwest Side
BWAtEB6Bl8p,I'm a sucker for the honest and simple.,1498927241,40,1,MCKINLEY PARK,Southwest Side
BWAcxLNBau1,A fresh start in a new kitchen? You deserve it!!! #kittensofinstagram,1498918698,32,1,MCKINLEY PARK,Southwest Side
BVsGOdMBRLj,"The door knob. A feature never appreciated. This one remains as a history marker for those who passed through its kind hospitality. Zoom in to see its details. #Press<U+2764><U+FE0F> <95>
#LongLostTreasures #onlyinchicago",1498235790,36,1,MCKINLEY PARK,Southwest Side
BVp-cqhBL5K,"Who's ready for a new kitchen? Text 40006 to 25678 for the full story. <95>
<95>
See it <ed><U+00A0><U+00BD><ed><U+00B1><U+0080>, fall in love with it <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>, and tell your friends about the upcoming house warming party <ed><U+00A0><U+00BD><ed><U+00B7><U+00A3> <ed><U+00A0><U+00BC><ed><U+00BE><U+0089> #OwnYourHome",1498164604,35,2,MCKINLEY PARK,Southwest Side
BVlAKwDBoIe,The pot vs the pie. Pot #wins!,1497997733,22,3,MCKINLEY PARK,Southwest Side
BVfnHMkBtBI,Thumbs up on the tile work? <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+0099>#vintagearchitecture #TileArt,1497816825,32,3,MCKINLEY PARK,Southwest Side
BVdCEl8hvqf,"Ok, we're off! Tons of visits today. Nothing but the best... Thank you #PillHillChicago for all the love.. #bestneighborsever",1497730296,25,3,MCKINLEY PARK,Southwest Side
BVc6HM0hwoe,"Welcome... Mi casa can be your casa today and forever. Just stop on by our open house, fall madly in love with it, and call your bank telling them you're about to buy the nicest house on then block! <95>
<95>
OPEN HOUSE 
1-3pm
1725 E 91st PL Chicago, IL <95>
<95>
#PillHill #PillHillChicago #openhousechicago #vegasellschicago",1497726123,20,3,MCKINLEY PARK,Southwest Side
BVcTuhOBAY-,"We will be unveiling one amazing property today. See it for yourself, love it, and tell all your friends about it. Hit the link in bio <ed><U+00A0><U+00BD><ed><U+00B1><U+0086>
<95>
1725 E 91st PL. CHICAGO, IL
OPEN HOUSE 1-3pm <95>
<95>
<95>
<95>
<95>
<95>
#PillHill #PillHillChicago #chicago #ChicagoRealEstate #chicagorealtor",1497705998,32,1,MCKINLEY PARK,Southwest Side
BVaabMyhdbW,"Well, my six pack is not doing so great. I guess that's why they call them love handles. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> <95>
<95>
<95> 
#Bridgeport #bridgeportchicago",1497642401,12,1,MCKINLEY PARK,Southwest Side
BVaVP9ihucT,I'm deep in the world of #landscapes. #PillHill #PillHillChicago,1497639687,26,1,MCKINLEY PARK,Southwest Side
BU_0nW6hLSp,"I'm awake, healthy, loved and all around blessed. Now it's time to do my part. Thank you Lord!!! <95>
<95>
<95>
#Hustle #Grind #chicagorealtor #chicago",1496750162,58,1,MCKINLEY PARK,Southwest Side
BUw2dYrhYgm,Congrats Midura family!!! New baby and now a new home. How lucky can one man be... <ed><U+00A0><U+00BC><ed><U+00BE><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+00A4><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BC><ed><U+00BE><U+00B5>#FrankSinatra #MidurasOwnANewHome,1496247813,44,1,MCKINLEY PARK,Southwest Side
BhSttZ3AwOi,Words in a Window #villageofskokie #chicagonorthshore #tinytinymoments #childhoodeveryday #payattention #everypicturetellsastory #kidsforreal #chicagoparent #newcitychicago #chicagotribune #visualstorytelling #wordsinawindow #chicagomagazine #documentaryphotography #chicagogrammers #decisivemoments #enlightened #streetstory #nbc5chicago #abc7chicago #wttwchicago #myeverydaymoments #wgnchicago #letthembelittle #listentothechildren #honestframes #chicagosuntimes #chicagoredeye #chicagoreader #childhoodunplugged,1523153880,31,2,NEW CITY,Southwest Side
BhF5983HzmE,"Old Town charm and convenient living in this 2BD/2BA corner unit at 511 W Division, Unit 701.  Check out this stunning condo and its amazing neighborhood!  Offered at $439,000, DM for a private showing.  #compasseverywhere #oldtown #chicagorealestate #duongkimgroup #realestate",1522724314,42,5,NEW CITY,Southwest Side
Bg9xkiogADT,"Pretty cool to be included on this list, thanks @davidhammond, New City and @monicakassrogers for the killer portraits #ingoodcompany #newcitychicago #thebigheat #diningchicago #oldtimer #mymomissoproud",1522451261,296,9,NEW CITY,Southwest Side
BghX_wCnZAb,<93>That Was Easy<94>  Impossible Proposal submission for #newcitychicago,1521498329,12,0,NEW CITY,Southwest Side
BgeJDtnnuJ7,"Stop in today! 3 bedrooms, 2.1 baths, 3 private outdoor spaces, and attached garage parking. #lincolnpark #lincolnparkzoo #newcitychicago #openhousechicago #openhouses #Chicagocondos #condo #sellingchicago #outdoorspace #garageparking #brokerlife #samjenkinsgroup #conlonrealestate",1521389833,27,2,NEW CITY,Southwest Side
BgeIB9lHzim,Stop by and see me today! <U+2600><U+FE0F> #lincolnpark #lincolnparkzoo #newcitychicago #condo #condolisting #chicagocondos #realestate #listingagent #brokerbabble #brokerlife #samjenkinsgroup #conlonrealestate,1521389295,31,1,NEW CITY,Southwest Side
BgbTxI2n86U,#uptown #timeoutchicago #streetphotography #northchicago #chicagomagazine #timeoutchicago #chicagosuntimes #chicagotribune #chicagoreader #redeye #chicagoredeye #newcity #newcitychicago,1521294785,17,1,NEW CITY,Southwest Side
BgaDBabHjaX,Met this beauty last night at my makeup event for the @newcityresidences - she loved her look so much that she had me recreate it again tonight for an event she was attending. She is just one stunning mama! <ed><U+00A0><U+00BD><ed><U+00B6><U+00A4> #daniloubeauty,1521252451,80,7,NEW CITY,Southwest Side
BgZ23rcn01I,#uptown #timeoutchicago #streetphotography #northchicago #chicagomagazine #timeoutchicago #chicagosuntimes #chicagotribune #chicagoreader #redeye #chicagoredeye #newcity #newcitychicago,1521246080,19,0,NEW CITY,Southwest Side
BgZvXs9neRa,#uptown #timeoutchicago #streetphotography #northchicago #chicagomagazine #timeoutchicago #chicagosuntimes #chicagotribune #chicagoreader #redeye #chicagoredeye #newcity #newcitychicago,1521242148,30,2,NEW CITY,Southwest Side
Bf1v83phjXI,"Big thanks to #newcitychicago for including Assembly in their ""Design 50: Who Shapes Chicago"" list. We are honored and excited to be included!",1520034493,167,15,NEW CITY,Southwest Side
BfzXvnjlaSy,"Grateful for @passrby & NewCity for listing me as one of their Design 50 Chicago. I<92>ve never felt great about design awards, or <93>best of<94> lists, but it strikes me as a bigger privilege to ignore the mention or not mark it somehow, as if the exposure isn<92>t needed or welcome. So here we are, very serious biz person photo. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+0093> / #50designers #newcitychicago #designersforchange #smallbizowner #smallbizhustle #chicagodesign #queerbusiness #minoritybusiness",1519954693,346,57,NEW CITY,Southwest Side
Bfy-7a3H4Qm,"<91>Droll<92> with a touch of <91>gallows humor<92> works for us! Thanks to #newcitychicago for including us amongst such awesome peeps on your design 50 list <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> .
.
.
.
#newcity #design50 oh and we found you @vasiarigou - thanks for the great write up!!",1519941682,196,20,NEW CITY,Southwest Side
Bfrh1-gHoVa,#chicago #newcitychicago #arclightchicago #arclightcinemas #chicagoview,1519691552,27,0,NEW CITY,Southwest Side
BfUe84rnM55,"Swipe left to see more pics. I have been through most areas of Chicago, but the Back of the Yards area of Chicago<92>s New City neighborhood is not well known to me. Chicago is truly a city of churches, and nothing makes me geek out more than seeing a cool building. This is Holy Cross Church, which was originally built by Lithuanian immigrants (#mypeople - my dad is 1/2) and dedicated on September 26, 1915. The Lithuanian immigrants who founded this church were blue collar workers, many of whom were employed by the Union Stockyards. In a book I own, <93>Heavenly Chicago,<94> author Denis R. McNamara describes the design as a mixture of Romanesque and Baroque. The architect was Joseph Molitor of Chicago. Some of the most beautiful churches in Chicago were built by broke ass European immigrants. There are no mansions in this neighborhood. It has always been working class. The Lithuanian and Polish Americans have been replaced by Mexican Americans. It has to cost a small fortune to maintain the church and school complex every year. Sunday Masses are only in Spanish. I<92>m hoping to check out the interior tomorrow and find some vestiges of the founding community. Maybe some stained glass in Lithuanian? If you see a well dressed Wero Instagramming like crazy, it most likely will be me. #holycrosschurchchicago #lithuanianamerican #newcitychicago #architektur #architecturelovers #deserve2preserve #thisplacematters #historicpreservation #backoftheyardschicago",1518918284,647,42,NEW CITY,Southwest Side
BfSV3zlHDj2,"Sometimes taking the <93>long way home<94> from the Endodontist (yes, the pain came back with a vengeance and I need a root canal) you come across an architectural jewel. Zoom in above the entrance to see that this was originally <93>Eglise St. Jean-Baptiste.<94> It<92>s located at the corner of W. 50th Place and S. Peoria in Chicago<92>s <93>New City<94> neighborhood. This is just 5 blocks north of Englewood<92>s Garfield Boulevard. I couldn<92>t find much online, other than that the parish began in 1892 but closed in 1989. The French are one ethic group which is not prevalent in Chicago, so it was cool to find this forgotten church with French connections. No longer Catholic, I have no idea what denomination now uses this church. Anyone know more about this church? #newcitychicago #newcityneighborhood #frenchchicago #eglisestjeanbaptiste #catholicchicago #churcharchitecture #architektur #deserve2preserve #oldhouselove #archi_ologie #archidesign #architecturelovers #romancatholicchurch",1518846415,454,21,NEW CITY,Southwest Side
BfB4U5QAF6p,"Had a great morning @chicagodesignmuseum with @passrby, @vasiarigou, and SO MANY heroes and friends. (Thanks Newcity for hosting the #Design50 photoshoot at ChiDM!)",1518294054,51,2,NEW CITY,Southwest Side
BenxuI3gIZC,"#plantchicago #backoftheyards #chicagostockyards #newcitychicago #southsidechicago #chicago #chicagomurals 
https://flic.kr/p/DRb52W",1517418175,33,1,NEW CITY,Southwest Side
BeNu_ySD1-p,#uptown #timeoutchicago #streetphotography #northchicago #chicagomagazine #timeoutchicago #chicagosuntimes #chicagotribune #chicagoreader #redeye #chicagoredeye #newcity #newcitychicago,1516544332,18,0,NEW CITY,Southwest Side
BeMTCSzjYyn,Today in #uptown.,1516496118,19,1,NEW CITY,Southwest Side
Bd6T_ZnHXmI,"Extending loving birthday wishes to my first husband, Craig, as we look back on the very early days with our son, Luke, the evolution of Craig<92>s hair<85><94>And if you threw a party...invited everyone you knew...you would see the biggest gift would be walking towards you wearing one of your old sweaters from the salvation army in the late 80s, with wild curly hair, huge green eyes, the biggest heart, a fantastically creative noggin<92>....<94> I would have given you a set of bamboo furniture for your birthday but I could vomit just looking at you, and no one will understand this except you. Finally, Craig<85> Bugs will always appear to be laughing at you! xo #familyfirst #exhusbandoftheyear #djcraigreptile #chirpradio #newcitychicago #bestradiovoice #awesomedad #birthdaypresent #newborn #newson #onlychild #beautifulboy #january16 #january13 #newbornjaundice",1515892638,4,0,NEW CITY,Southwest Side
Bd0YwNxAvnm,Thanks to #NewCityChicago for recognizing #Chicago artist and producers. I <U+2665><U+FE0F> Chicago! #CalvinEvansComedy,1515693809,64,3,NEW CITY,Southwest Side
Bdr9ifxh1px,#movienight #datenightout #newcitychicago #coolmovieposters #moviedate #movieposter,1515411105,23,5,NEW CITY,Southwest Side
BdjDqwcDFGI,#uptown #timeoutchicago #streetphotography #northchicago #chicagomagazine #timeoutchicago #chicagosuntimes #chicagotribune #chicagoreader #redeye #chicagoredeye #newcity #newcitychicago,1515112329,29,2,NEW CITY,Southwest Side
BdVoJ9Pj7_4,"only one week left of the holiday season. up next, #carnivalseason !  #christmasinchicago #twelfthnightiscoming #newcitychicago #chicago #chicagogram #chicagogrammers #explorechicago #do312",1514661697,15,1,NEW CITY,Southwest Side
BdLHKwildRi,Hope everyone had a great day yesterday. <U+2728><ed><U+00A0><U+00BD><ed><U+00B2><U+00AB>,1514308857,21,3,NEW CITY,Southwest Side
Bc8l3AxAbLe,#bowling #bowlingchicago #bowlingvibes #chicagovibes #living #be #howwedo #goodtimes #newcitychicago #herewego,1513821632,324,2,NEW CITY,Southwest Side
BclCq0xHf7f,Now on your block - a recent interview with us in the Designed Objects issue of Newcity <ed><U+00A0><U+00BD><ed><U+00B7><U+009E> #newcitychicago,1513031430,115,3,NEW CITY,Southwest Side
BcacFSogLzG,"Earlier this year, I went to Palestine to see @banksy<92>s @walledoffhotel. I<92>ll never forget the experience. The full story is in this month<92>s Newcity.",1512675655,31,3,NEW CITY,Southwest Side
BcOs0fahMUq,"#goodmorning enjoy with emaar @ubyemaar <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008E> Ladies power #entrepreneur 
#uae #energy<U+2800>
#lifestyle  #instagram<U+2800>
#architecture #architexture #design #architecturelovers #architects #photos  #mylife  #ScultureMagazine #Chicago #ChicagoMag  #NewCityChicago  #NYC  #DailyBlogTips #TheSimpleDollar  #designmena #entrepreneur  @archdaily #DailyServing @Dezeen @itpliveme  #MakingaMark  #follow4follow #abudhabi  #egyptian  #abudhabi @abudhabinews @natgeo @thenewyorktimemagazine @expo2020dubai @gulfweekly @natgeomagazien @wyfegypt @time @timeoutdubai @timeoutnewyork @khaleejtimes",1512281778,38,4,NEW CITY,Southwest Side
BcNxYvNH3vl,Hey #NewCityChicago thanks for naming @autofobia BEST POLISH PUNK ROCK BAND in Chicago in your November issue! For more info visit newcity.com,1512250617,28,1,NEW CITY,Southwest Side
BcIXL9lBVPq,"From my visit to #louvre #abudhabi last #weekend  #entrepreneur 
#uae #energy<U+2800>
#lifestyle  #instagram<U+2800>
#architecture #architexture #design #architecturelovers #architects #photos  #mylife  #ScultureMagazine #Chicago #ChicagoMag  #NewCityChicago  #NYC  #DailyBlogTips #TheSimpleDollar  #designmena #entrepreneur  @archdaily #DailyServing @Dezeen @itpliveme  #MakingaMark  #follow4follow #abudhabi  #egyptian  #abudhabi @abudhabinews @natgeo @thenewyorktimemagazine @expo2020dubai @gulfweekly @natgeomagazien @wyfegypt @time @timeoutdubai @timeoutnewyork @khaleejtimes",1512069251,28,0,NEW CITY,Southwest Side
BcF--dcHnv8,Hey #NewCityChicago thanks for naming @autofobia BEST POLISH PUNK ROCK BAND in Chicago in your November issue! For more info visit newcity.com,1511989307,47,8,NEW CITY,Southwest Side
Bb-_7TYB-9R,"Ladies power #entrepreneur #meshwar @marwa_m_yousif 
Yes we can do it <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008E>
#uae #energy<U+2800>
#lifestyle  #instagram<U+2800>
#architecture #architexture #design #architecturelovers #architects #photos  #mylife  #ScultureMagazine #Chicago #ChicagoMag  #NewCityChicago  #NYC  #DailyBlogTips #TheSimpleDollar  #designmena #entrepreneur  @archdaily #DailyServing @Dezeen @itpliveme  #MakingaMark  #follow4follow #abudhabi  #egyptian  #abudhabi @abudhabinews @natgeo @thenewyorktimemagazine @expo2020dubai @gulfweekly @natgeomagazien @wyfegypt @time @timeoutdubai @timeoutnewyork @khaleejtimes",1511754924,58,6,NEW CITY,Southwest Side
Bb1UneBhoqp,"Thanks @ddfcdubai  for this Gr8 workshop with bird & bird <ed><U+00A0><U+00BD><ed><U+00B8><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>
#uae #energy<U+2800>
#lifestyle  #instagram<U+2800>
#architecture #architexture #design #architecturelovers #architects #photos  #mylife  #ScultureMagazine #Chicago #ChicagoMag  #NewCityChicago  #NYC  #DailyBlogTips #TheSimpleDollar  #designmena #entrepreneur  @archdaily #DailyServing @Dezeen @itpliveme  #MakingaMark  #follow4follow #abudhabi  #egyptian  #abudhabi @abudhabinews @natgeo @thenewyorktimemagazine @expo2020dubai @gulfweekly @natgeomagazien @wyfegypt @time @timeoutdubai @timeoutnewyork @khaleejtimes",1511430305,19,1,NEW CITY,Southwest Side
Bb00ndWhqfV,"Now u can tweets me <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008E> Twitter makes it different <ed><U+00A0><U+00BC><ed><U+00BE><U+00AC>  New initiative & innovation  is coming soon.  New challenge <U+265E><U+2658> @natgeo

@alkhaleej.ae
@alroeya
@aletihadae
@time
@ddfcdubai
#goodmorning 
#uae #energy<U+2800>
#lifestyle  #instagram<U+2800>
#architecture #architexture #design #architecturelovers #architects #photos  #mylife  #ScultureMagazine @hhshkmohd #Chicago #ChicagoMag  #NewCityChicago  #NYC  #DailyBlogTips #TheSimpleDollar  #designmena #entrepreneur  @archdaily #DailyServing @Dezeen @itpliveme  #MakingaMark  #follow4follow #abudhabi  #egyptian @nak  #abudhabi @abudhabinews @natgeo @thenewyorktimemagazine @expo2020dubai @gulfweekly @natgeomagazien  @hrhprincesshaya @wyfegypt @time @timeoutdubai @timeoutnewyork @khaleejtimes",1511413450,28,1,NEW CITY,Southwest Side
BbwgD3_nIz8,<91>Nuff Said. Now go listen. #wargodsofthedeep #heavymetal #hardrock #classicheavymetal #classichardrock #chicagomusic #chicagometal #chicagorock #newcitychicago #metal #rock #robotsrocketsandrampage,1511268455,62,2,NEW CITY,Southwest Side
BbwfjFBlgYN,<91>Nuff said. Now go listen. #wargodsofthedeep #heavymetal #hardrock #robotsrocketsandrampage #newcitychicago #chicagomusic #chicagometal #chicagorock #classichardrock #classicheavymetal,1511268186,1026,0,NEW CITY,Southwest Side
BbgLVgbBTZ7,"<U+0639><U+0646><U+062F><U+0645><U+0627> <U+062A><U+062A><U+062D><U+0648><U+0644> <U+0627><U+0644><U+0639><U+0645><U+0627><U+0631><U+0629> <U+0625><U+0644><U+0649> <U+0643><U+064A><U+0627><U+0646> <U+0648><U+0647><U+0648><U+064A><U+0629> .. <U+0645><U+0628><U+0646><U+0649> <U+062F><U+0627><U+0631> <U+0627><U+0644><U+0642><U+0636><U+0627><U+0621> <U+0627><U+0644><U+0634><U+0631><U+0639><U+064A> <U+0639><U+0646><U+062F><U+0645><U+0627> <U+062A><U+0645> <U+0637><U+0628><U+0627><U+0639><U+062A><U+0647> <U+0639><U+0644><U+0649> <U+0627><U+0644><U+0639><U+0645><U+0644><U+0629> <U+0627><U+0644><U+0648><U+0631><U+0642><U+064A><U+0629> <U+0644><U+062F><U+0648><U+0644><U+0629> <U+0627><U+0644><U+0625><U+0645><U+0627><U+0631><U+0627><U+062A> <U+0644><U+0641><U+0626><U+0629> <U+0662><U+0660><U+0660> <U+062F><U+0631><U+0647><U+0645> 
<U+0645><U+0646> <U+062A><U+0635><U+0645><U+064A><U+0645> <U+0645><U+0647><U+0646><U+062F><U+0633> <U+0627><U+0644><U+0634><U+0631><U+0642> <U+0627><U+0644><U+0623><U+0648><U+0633><U+0637> <U+062F>. <U+0639><U+0628><U+062F> <U+0627><U+0644><U+0631><U+062D><U+0645><U+0646> <U+0645><U+062E><U+0644><U+0648><U+0641> _ <U+0661><U+0669><U+0667><U+0667> _ <U+0623><U+0628><U+0648><U+0638><U+0628><U+064A> <ed><U+00A0><U+00BE><ed><U+00B4><U+0093><ed><U+00A0><U+00BE><ed><U+00B4><U+0093><ed><U+00A0><U+00BE><ed><U+00B4><U+0097> #uae #energy #history <U+2800>
#lifestyle  #instagram<U+2800>
#architecture #architexture #design #architecturelovers #architects #photos  #mylife  #ScultureMagazine #Chicago #ChicagoMag  #NewCityChicago  #NYC  #DailyBlogTips #TheSimpleDollar  #designmena #entrepreneur  @archdaily #DailyServing @Dezeen @itpliveme  #MakingaMark  #follow4follow #abudhabi  #egyptian @DDFC #abudhabi",1510720718,38,1,NEW CITY,Southwest Side
BbeTBUYh9WI,"#memory from 2015 my talk with @itpmediagroup ... after that I had been selected as one of the 10  powerful young architects over the middle east ... <ed><U+00A0><U+00BD><ed><U+00B8><U+008C>. Still preparing for new Gr8 achivement  #goodmorning 
#uae #energy<U+2800>
#lifestyle  #instagram<U+2800>
#architecture #architexture #design #architecturelovers #architects #photos  #mylife  #ScultureMagazine #Chicago #ChicagoMag  #NewCityChicago  #NYC  #DailyBlogTips #TheSimpleDollar  #designmena #entrepreneur  @archdaily #DailyServing @Dezeen @itpliveme  #MakingaMark  #follow4follow #abudhabi  #egyptian @DDFC #abudhabi @abudhabinews @natgeo @thenewyorktimemagazine @expo2020dubai @gulfweekly @natgeomagazien @wyfegypt @time @timeoutdubai @timeoutnewyork @khaleejtimes",1510657638,60,4,NEW CITY,Southwest Side
BbTXC9kh0lI,"Yes.. it can tell u #secrets #goodmorningpost 
#uae #energy<U+2800>
#lifestyle  #instagram<U+2800>
#architecture #architexture #design #architecturelovers #architects #photos  #mylife  #ScultureMagazine #Chicago #ChicagoMag  #NewCityChicago  #NYC  #DailyBlogTips #TheSimpleDollar  #designmena #entrepreneur  @archdaily #DailyServing @Dezeen @itpliveme  #MakingaMark  #follow4follow #abudhabi  #egyptian @DDFC #abudhabi",1510290650,29,1,NEW CITY,Southwest Side
